order_id,customer_id,product_id,order_date,quantity,unit_price,region
O00517,C0028,P024,2026-03-13,3,1345.4,East
O00518,C0102,P021,2026-06-26,1,1868.23,East
O00519,C0067,P015,2026-02-16,2,2379.04,East
O00520,C0022,P023,2025-07-21,4,8494.92,West
O00521,C0078,P033,2026-04-10,3,5619.81,South
O00522,C0006,P002,2026-05-30,1,7244.49,West
O00523,C0006,P023,2025-01-30,3,8030.89,East
O00524,C0003,P003,2025-01-22,4,10272.99,East
O00525,C0068,P014,2025-05-20,3,5357.71,West
O00526,C0042,P026,2025-01-19,3,6632.0,East
O00527,C0004,P026,2025-07-02,2,7951.42,North
O00528,C0041,P040,2026-05-16,2,7168.07,South
O00529,C0038,P025,2025-04-21,3,8243.28,East
O00530,C0037,P028,2026-05-01,1,3709.87,West
O00531,C0003,P006,2025-09-25,4,2181.02,North
O00532,C0099,P025,2025-04-06,1,8112.0,East
O00533,C0116,P039,2025-03-19,1,10047.22,North
O00534,C0058,P008,2025-09-08,1,1585.81,South
O00535,C0045,P002,2025-03-09,4,5258.94,East
O00536,C0091,P014,2025-03-28,2,3880.71,North
O00537,C0045,P023,2025-04-17,1,8963.28,North
O00538,C0069,P034,2026-05-09,4,11855.5,South
O00539,C0110,P026,2025-01-07,1,6869.87,East
O00540,C0117,P015,2025-07-03,3,2930.48,East
O00541,C0118,P007,2025-02-11,2,1611.0,South
O00542,C0090,P010,2025-02-20,4,7044.67,North
O00543,C0105,P013,2025-10-12,2,808.24,North
O00544,C0051,P035,2026-04-18,4,2793.58,East
O00545,C0058,P002,2026-04-20,2,7040.07,South
O00546,C0074,P018,2025-03-25,2,8130.34,North
O00547,C0071,P033,2025-11-13,1,5274.71,North
O00548,C0103,P037,2025-09-21,2,5341.59,West
O00549,C0097,P019,2025-10-17,1,6960.98,North
O00550,C0098,P031,2026-04-26,4,8010.88,West
O00551,C0088,P030,2025-12-27,1,8925.28,North
O00552,C0039,P030,2025-03-14,3,9237.7,West
O00553,C0009,P039,2025-08-10,1,6294.77,South
O00554,C0052,P018,2026-04-28,4,6549.15,South
O00555,C0064,P024,2025-04-17,1,1223.87,North
O00556,C0094,P036,2026-01-21,3,4751.0,East
O00557,C0088,P017,2025-08-12,2,6850.98,North
O00558,C0092,P022,2026-02-28,2,8651.83,West
O00559,C0048,P012,2025-06-01,3,1691.8,North
O00560,C0044,P025,2025-08-10,2,8573.96,West
O00561,C0112,P030,2025-03-01,4,6941.22,West
O00562,C0107,P006,2025-08-27,3,2818.94,West
O00563,C0064,P029,2025-09-27,4,11669.61,West
O00564,C0016,P021,2025-05-16,2,1857.49,West
O00565,C0004,P028,2026-05-26,1,3644.11,South
O00566,C0028,P014,2025-05-11,4,4309.45,South
O00567,C0069,P030,2025-06-25,2,9540.34,South
O00568,C0087,P018,2026-01-29,4,5534.87,West
O00569,C0037,P020,2025-12-10,2,6009.38,North
O00570,C0114,P038,2026-03-10,4,5758.2,West
O00571,C0067,P029,2025-07-15,1,11233.0,South
O00572,C0114,P019,2026-01-19,4,8065.56,North
O00573,C0068,P035,2025-09-28,1,3426.78,North
O00574,C0100,P005,2025-01-09,2,1874.77,North
O00575,C0096,P024,2026-05-29,3,1181.62,West
O00576,C0093,P039,2025-01-07,1,6346.7,West
O00577,C0096,P031,2025-05-13,4,8543.01,North
O00578,C0006,P022,2026-06-09,1,9798.32,West
O00579,C0106,P008,2025-12-30,1,1286.97,West
O00580,C0061,P030,2025-12-18,1,7599.39,East
O00581,C0083,P035,2026-04-06,1,3654.06,West
O00582,C0090,P020,2025-11-13,4,4662.03,South
O00583,C0056,P031,2025-09-05,1,7019.78,South
O00584,C0039,P035,2025-04-03,1,3945.42,North
O00585,C0023,P011,2025-01-19,1,2919.23,East
O00586,C0066,P021,2026-01-29,1,2257.88,South
O00587,C0115,P022,2026-02-13,2,8233.68,West
O00588,C0097,P035,2026-03-02,4,3607.41,East
O00589,C0017,P035,2025-12-28,4,2682.12,West
O00590,C0120,P020,2025-05-26,4,4277.49,East
O00591,C0100,P007,2025-08-17,2,2193.69,West
O00592,C0047,P035,2026-03-15,3,2986.77,South
O00593,C0025,P023,2025-11-19,3,8398.28,North
O00594,C0055,P010,2025-10-02,1,10017.25,South
O00595,C0060,P037,2025-01-20,3,5566.39,West
O00596,C0021,P030,2026-01-04,4,6685.05,West
O00597,C0091,P001,2025-04-17,2,4620.57,North
O00598,C0002,P026,2026-01-28,4,9020.46,West
O00599,C0009,P037,2025-01-25,2,5416.44,South
O00600,C0100,P025,2025-01-23,4,6589.22,South
O00601,C0010,P024,2025-11-25,2,1433.45,South
O00602,C0105,P011,2025-11-22,4,2560.23,East
O00603,C0115,P015,2025-01-21,4,3251.03,West
O00604,C0069,P016,2025-03-18,4,1609.45,South
O00605,C0084,P030,2025-07-24,1,9459.52,East
O00606,C0019,P005,2026-05-11,2,1910.05,North
O00607,C0013,P036,2025-05-12,3,4486.59,North
O00608,C0109,P008,2026-01-27,3,1205.05,South
O00609,C0003,P023,2026-02-02,2,9866.79,East
O00610,C0093,P023,2025-05-12,4,6913.65,East
O00611,C0100,P035,2026-01-24,2,2563.76,East
O00612,C0105,P039,2025-12-19,3,10114.97,West
O00613,C0003,P020,2025-06-12,4,4230.67,East
O00614,C0004,P001,2025-08-08,1,6263.9,South
O00615,C0037,P009,2025-05-25,3,2112.41,West
O00616,C0112,P015,2025-01-23,3,3203.93,South
O00617,C0044,P001,2025-06-29,2,4079.44,North
O00618,C0057,P019,2025-02-27,3,8623.02,West
O00619,C0064,P038,2025-04-08,2,5508.55,South
O00620,C0084,P015,2025-02-15,3,2883.72,South
O00621,C0103,P015,2025-11-06,2,3123.73,East
O00622,C0051,P020,2025-07-14,4,4728.87,North
O00623,C0061,P004,2025-09-16,4,4894.52,West
O00624,C0037,P008,2025-03-26,3,1586.94,North
O00625,C0009,P036,2025-07-18,4,4385.65,East
O00626,C0099,P001,2025-04-04,3,5288.26,East
O00627,C0072,P010,2026-05-10,3,9628.39,West
O00628,C0102,P021,2025-07-05,1,1899.34,South
O00629,C0078,P001,2026-01-15,3,5592.4,North
O00630,C0092,P036,2026-05-11,3,3361.38,East
O00631,C0021,P016,2026-04-21,4,1464.28,East
O00632,C0099,P029,2025-07-12,2,7469.33,North
O00633,C0044,P023,2025-02-22,4,6479.99,West
O00634,C0118,P006,2025-11-10,3,2934.71,West
O00635,C0065,P007,2026-03-06,2,2127.26,South
O00636,C0048,P022,2025-05-27,1,6827.49,West
O00637,C0080,P039,2026-05-23,4,7988.65,South
O00638,C0005,P010,2025-07-15,4,10216.06,East
O00639,C0029,P019,2025-08-26,4,9433.48,North
O00640,C0017,P024,2025-06-22,3,1385.39,North
O00641,C0073,P018,2025-11-15,2,5238.54,East
O00642,C0079,P024,2026-04-10,2,1299.69,South
O00643,C0044,P026,2025-01-31,3,8311.84,West
O00644,C0059,P034,2025-09-01,1,10045.66,South
O00645,C0077,P030,2026-03-25,1,8873.25,South
O00646,C0012,P028,2025-07-01,1,3669.05,North
O00647,C0039,P039,2025-01-29,4,8524.51,East
O00648,C0018,P031,2025-11-29,2,6782.08,West
O00649,C0065,P012,2026-03-01,4,1775.59,West
O00650,C0118,P024,2025-07-12,1,1479.44,East
O00651,C0023,P009,2026-02-09,4,2071.79,North
O00652,C0038,P040,2026-05-07,1,9642.59,North
O00653,C0083,P018,2025-06-30,4,6316.51,West
O00654,C0052,P006,2026-06-20,1,2077.81,East
O00655,C0054,P003,2026-01-26,1,9745.08,South
O00656,C0112,P021,2026-04-15,2,1692.09,South
O00657,C0065,P018,2026-02-19,4,6291.25,North
O00658,C0038,P004,2025-08-12,1,5629.88,East
O00659,C0033,P030,2026-04-08,1,8533.77,North
O00660,C0066,P013,2025-01-21,3,867.43,North
O00661,C0094,P019,2026-03-03,4,7016.27,South
O00662,C0017,P007,2026-04-24,4,1647.36,West
O00663,C0042,P008,2026-04-14,3,1379.46,North
O00664,C0025,P036,2026-06-14,1,3787.3,South
O00665,C0047,P003,2026-05-18,1,6714.01,South
O00666,C0020,P011,2025-05-03,4,3010.31,South
O00667,C0030,P011,2025-12-30,4,2093.75,East
O00668,C0108,P008,2025-04-02,3,1465.13,South
O00669,C0035,P003,2026-06-19,3,7379.76,North
O00670,C0067,P035,2025-09-15,3,2833.87,West
O00671,C0049,P015,2025-09-12,4,2179.25,West
O00672,C0111,P027,2025-10-11,1,6568.37,North
O00673,C0045,P011,2025-06-05,1,3177.56,North
O00674,C0073,P015,2026-03-19,1,2689.76,North
O00675,C0029,P014,2026-05-11,4,4086.77,South
O00676,C0015,P001,2026-03-17,4,4302.57,North
O00677,C0114,P007,2026-05-24,2,2162.19,South
O00678,C0047,P030,2026-06-20,4,6529.86,West
O00679,C0010,P034,2026-04-04,1,10796.54,West
O00680,C0103,P026,2025-02-05,1,8001.21,West
O00681,C0107,P006,2025-09-26,1,2574.14,East
O00682,C0044,P027,2025-04-16,4,5387.39,West
O00683,C0014,P016,2025-04-04,2,1608.2,North
O00684,C0116,P016,2025-06-01,1,2245.95,South
O00685,C0083,P020,2026-05-22,4,6616.51,South
O00686,C0032,P016,2025-08-13,3,2060.25,West
O00687,C0063,P002,2026-03-26,2,5817.39,West
O00688,C0073,P009,2025-05-15,1,1338.63,East
O00689,C0039,P004,2025-04-21,2,7121.19,East
O00690,C0078,P006,2026-04-08,3,2950.87,South
O00691,C0090,P030,2025-08-28,4,8031.07,West
O00692,C0054,P035,2025-05-25,1,2826.01,East
O00693,C0017,P024,2026-01-02,4,1346.73,South
O00694,C0019,P040,2026-03-24,1,7510.09,North
O00695,C0065,P008,2025-09-05,1,1369.92,West
O00696,C0042,P025,2025-05-03,4,7608.56,East
O00697,C0057,P026,2026-06-11,4,7096.1,West
O00698,C0018,P014,2026-05-06,4,4497.3,South
O00699,C0013,P025,2025-12-19,2,7711.09,South
O00700,C0009,P009,2026-03-01,4,1501.23,West
O00701,C0119,P026,2025-12-07,4,5628.13,North
O00702,C0029,P029,2025-11-04,2,11535.21,South
O00703,C0003,P007,2026-05-04,2,1422.53,West
O00704,C0039,P031,2025-09-22,2,6028.27,North
O00705,C0043,P027,2025-11-29,1,5143.66,East
O00706,C0075,P001,2026-04-05,2,4650.63,South
O00707,C0058,P026,2025-11-28,4,6121.75,East
O00708,C0102,P033,2026-02-28,2,6398.02,West
O00709,C0079,P028,2026-02-13,3,3241.28,North
O00710,C0037,P032,2025-10-17,2,3037.26,North
O00711,C0030,P020,2025-06-18,1,5206.89,East
O00712,C0042,P037,2026-05-23,4,4813.19,South
O00713,C0012,P014,2025-05-19,4,4702.35,East
O00714,C0017,P039,2025-03-18,4,7712.63,East
O00715,C0029,P032,2025-07-04,4,3973.85,North
O00716,C0088,P028,2025-12-20,4,2586.52,West
O00717,C0048,P037,2025-06-17,3,4832.72,East
O00718,C0081,P008,2025-10-09,2,1260.65,West
O00719,C0037,P026,2025-08-18,4,9045.77,South
O00720,C0092,P018,2025-07-09,2,5920.15,East
O00721,C0031,P028,2025-01-29,2,3281.43,West
O00722,C0108,P027,2026-01-30,4,4968.42,South
O00723,C0120,P031,2026-01-17,2,8174.84,West
O00724,C0074,P027,2026-01-12,3,5498.77,East
O00725,C0086,P012,2026-05-20,1,1713.72,West
O00726,C0091,P023,2026-01-27,3,9232.54,North
O00727,C0120,P024,2026-03-04,1,1519.77,North
O00728,C0001,P040,2025-05-18,1,10094.86,North
O00729,C0107,P005,2025-09-17,3,2096.97,North
O00730,C0084,P022,2025-06-22,2,6700.0,East
O00731,C0112,P021,2025-12-15,3,1626.2,North
O00732,C0024,P012,2026-03-17,1,1779.16,East
O00733,C0053,P011,2025-03-04,1,2054.88,South
O00734,C0037,P035,2025-09-06,4,3984.42,South
O00735,C0014,P008,2025-04-14,2,1602.92,East
O00736,C0051,P007,2026-03-16,4,1589.25,North
O00737,C0041,P008,2026-03-14,2,1416.48,South
O00738,C0042,P027,2025-11-17,2,6074.03,West
O00739,C0007,P017,2025-06-30,4,9559.16,North
O00740,C0071,P020,2026-06-28,1,5125.54,South
O00741,C0038,P040,2025-01-11,4,6943.37,South
O00742,C0109,P006,2025-10-10,2,2750.26,East
O00743,C0078,P040,2026-05-24,2,8505.41,East
O00744,C0010,P010,2026-04-08,3,6684.31,South
O00745,C0118,P001,2025-02-18,2,5438.58,West
O00746,C0005,P027,2025-03-18,1,6551.24,North
O00747,C0046,P009,2026-04-26,3,1407.29,North
O00748,C0024,P040,2025-06-14,2,7426.43,East
O00749,C0008,P018,2025-01-02,1,5223.78,South
O00750,C0047,P029,2025-12-30,1,8491.32,North
O00751,C0097,P002,2026-01-05,2,5624.0,West
O00752,C0091,P038,2025-06-22,1,5255.89,North
O00753,C0022,P010,2025-11-03,4,9406.02,East
O00754,C0084,P008,2026-02-13,1,1499.91,East
O00755,C0035,P011,2025-07-06,2,3159.87,North
O00756,C0034,P029,2026-06-08,4,11930.51,South
O00757,C0037,P040,2025-12-25,4,9580.65,North
O00758,C0086,P017,2025-07-09,3,10885.23,West
O00759,C0003,P026,2025-06-02,2,8025.1,West
O00760,C0037,P035,2025-05-16,3,2875.58,West
O00761,C0003,P005,2025-12-21,2,2388.97,East
O00762,C0065,P025,2026-03-07,1,9768.71,West
O00763,C0119,P039,2026-06-04,2,9257.79,West
O00764,C0058,P016,2026-06-06,3,1830.93,West
O00765,C0114,P016,2025-12-25,3,1926.68,East
O00766,C0052,P009,2025-07-07,4,1460.1,North
O00767,C0091,P012,2025-06-10,3,1252.69,South
O00768,C0116,P021,2026-04-15,2,1620.72,North
O00769,C0033,P014,2025-09-12,4,3603.1,North
O00770,C0004,P017,2025-12-30,2,9434.84,North
O00771,C0059,P006,2025-04-21,1,2309.21,North
O00772,C0022,P030,2025-10-11,3,6022.2,North
O00773,C0008,P040,2025-08-18,2,7193.89,East
O00774,C0009,P033,2026-04-30,4,7144.59,North
O00775,C0079,P030,2026-01-30,4,6885.8,North
O00776,C0001,P015,2025-02-19,4,2789.25,North
O00777,C0111,P006,2025-07-09,1,2324.74,West
O00778,C0078,P029,2025-03-01,3,11317.99,North
O00779,C0067,P039,2025-05-19,2,8681.55,East
O00780,C0063,P007,2026-03-05,1,1351.34,North
O00781,C0058,P013,2026-05-25,3,812.25,North
O00782,C0099,P021,2025-04-24,3,1806.78,North
O00783,C0063,P004,2026-01-03,4,7962.74,West
O00784,C0107,P028,2026-03-02,3,3310.03,East
O00785,C0020,P006,2026-03-28,3,2599.21,North
O00786,C0114,P009,2026-01-03,2,2041.54,East
O00787,C0035,P015,2025-02-10,2,3501.15,South
O00788,C0002,P017,2025-11-21,4,7876.14,South
O00789,C0074,P031,2025-11-06,4,8700.15,North
O00790,C0016,P011,2025-07-20,4,2118.51,North
O00791,C0101,P013,2025-05-18,2,1053.2,South
O00792,C0006,P002,2026-01-30,2,7932.78,South
O00793,C0018,P025,2025-03-18,4,6544.5,West
O00794,C0068,P025,2026-01-18,3,9879.42,South
O00795,C0071,P027,2026-03-10,4,4976.06,South
O00796,C0045,P018,2025-03-13,3,7378.68,East
O00797,C0116,P038,2025-12-02,3,5495.77,South
O00798,C0040,P017,2026-05-23,2,7591.59,West
O00799,C0053,P034,2025-07-03,3,9088.3,East
O00800,C0097,P007,2026-04-14,1,1747.87,North
O00801,C0106,P031,2026-02-22,2,9575.08,East
O00802,C0022,P020,2026-03-30,1,4335.45,North
O00803,C0051,P022,2025-04-30,3,6398.54,East
O00804,C0076,P026,2026-03-17,1,7937.08,West
O00805,C0002,P016,2025-08-13,3,1359.92,West
O00806,C0099,P022,2026-06-25,1,7900.74,South
O00807,C0087,P007,2026-05-20,4,1967.47,West
O00808,C0020,P003,2026-01-02,2,10573.6,East
O00809,C0117,P011,2026-06-13,2,2991.01,West
O00810,C0050,P012,2026-03-05,4,1677.81,East
O00811,C0029,P019,2026-02-20,4,5948.95,West
O00812,C0097,P025,2026-05-30,4,9673.45,West
O00813,C0018,P020,2026-02-14,4,5381.91,South
O00814,C0013,P012,2025-06-28,4,1376.78,North
O00815,C0073,P021,2025-10-05,2,1729.24,North
O00816,C0095,P033,2025-12-02,1,6431.63,West
O00817,C0115,P001,2025-01-29,1,5732.98,East
O00818,C0105,P022,2026-03-11,2,7839.85,South
O00819,C0026,P001,2026-06-08,3,4412.84,West
O00820,C0002,P021,2025-04-09,3,2247.44,West
O00821,C0110,P037,2025-11-09,2,4704.9,South
O00822,C0099,P022,2025-06-09,3,7925.91,North
O00823,C0063,P002,2026-05-06,2,4782.07,West
O00824,C0027,P024,2026-05-30,4,1332.94,West
O00825,C0019,P025,2026-02-20,2,7012.71,West
O00826,C0034,P007,2025-05-07,2,2084.63,North
O00827,C0057,P018,2025-12-08,4,6364.1,West
O00828,C0038,P004,2026-01-29,4,5834.44,West
O00829,C0050,P027,2026-01-22,4,5347.56,West
O00830,C0072,P010,2026-01-10,1,8378.14,South
O00831,C0080,P007,2025-04-03,3,1718.44,West
O00832,C0032,P001,2026-01-28,1,3851.76,North
O00833,C0053,P007,2025-11-13,2,1852.14,East
O00834,C0053,P037,2026-01-13,2,4385.37,East
O00835,C0056,P038,2025-09-27,3,4916.47,South
O00836,C0064,P003,2025-05-31,1,10057.72,East
O00837,C0007,P025,2025-08-18,3,8709.02,West
O00838,C0081,P014,2026-02-03,2,4158.62,South
O00839,C0030,P013,2025-08-03,4,895.86,South
O00840,C0069,P011,2025-04-13,1,3304.2,South
O00841,C0087,P001,2026-01-10,2,6195.42,North
O00842,C0035,P028,2025-09-24,4,3073.59,North
O00843,C0091,P033,2025-06-06,3,6122.51,North
O00844,C0005,P034,2026-02-15,1,7850.31,North
O00845,C0084,P017,2026-06-04,1,8930.31,South
O00846,C0110,P019,2025-05-11,1,8280.27,East
O00847,C0118,P038,2025-10-12,4,5378.86,South
O00848,C0107,P038,2025-09-09,3,6291.25,North
O00849,C0036,P005,2025-03-21,4,2335.37,North
O00850,C0049,P026,2025-12-14,2,9047.07,North
O00851,C0082,P003,2026-06-18,2,8418.39,South
O00852,C0015,P022,2025-03-03,2,7880.32,East
O00853,C0049,P034,2025-10-02,3,11680.78,East
O00854,C0013,P025,2025-08-06,3,6729.21,South
O00855,C0067,P001,2025-06-30,4,5399.16,West
O00856,C0104,P026,2025-10-10,4,5686.11,West
O00857,C0067,P038,2025-08-25,1,5915.29,North
O00858,C0014,P035,2025-05-21,1,3561.16,West
O00859,C0005,P016,2025-01-31,4,2016.87,South
O00860,C0119,P028,2025-10-07,1,3647.06,North
O00861,C0042,P018,2026-05-21,3,8367.82,South
O00862,C0039,P036,2025-09-11,4,3303.77,South
O00863,C0096,P007,2025-04-03,3,1514.11,North
O00864,C0051,P022,2025-09-22,4,7378.59,East
O00865,C0082,P005,2025-07-26,4,1718.79,West
O00866,C0057,P040,2026-06-05,1,9428.61,North
O00867,C0013,P024,2025-10-21,2,1103.18,East
O00868,C0056,P015,2025-01-30,4,2171.84,East
O00869,C0057,P008,2026-04-24,1,1561.84,East
O00870,C0074,P013,2025-07-19,3,948.26,North
O00871,C0088,P016,2025-09-23,2,1973.42,East
O00872,C0034,P037,2025-08-14,1,4192.11,East
O00873,C0106,P008,2025-05-02,3,1182.64,North
O00874,C0065,P001,2025-03-29,4,5354.52,North
O00875,C0004,P032,2026-01-21,4,2655.07,North
O00876,C0097,P027,2026-03-30,4,4996.82,East
O00877,C0016,P037,2025-06-17,1,4393.78,West
O00878,C0066,P010,2026-01-20,1,7314.04,South
O00879,C0091,P017,2025-09-08,4,7702.46,South
O00880,C0112,P003,2025-06-25,1,6357.61,East
O00881,C0033,P010,2026-05-15,3,10837.45,East
O00882,C0045,P008,2025-04-13,4,1555.99,South
O00883,C0108,P039,2025-01-18,2,9403.11,North
O00884,C0061,P001,2025-04-24,4,4949.97,West
O00885,C0034,P039,2026-01-23,4,9238.37,North
O00886,C0032,P009,2025-08-14,1,1689.92,South
O00887,C0065,P022,2025-07-14,2,7489.89,East
O00888,C0067,P032,2025-01-06,2,2859.6,West
O00889,C0074,P031,2025-07-08,4,6493.23,West
O00890,C0044,P009,2026-05-08,4,1915.36,East
O00891,C0075,P033,2026-03-19,3,4560.6,West
O00892,C0062,P005,2026-05-15,2,2054.32,North
O00893,C0032,P007,2025-03-21,4,1368.99,West
O00894,C0109,P011,2025-10-29,2,2914.84,North
O00895,C0070,P022,2026-06-12,1,10030.88,East
O00896,C0058,P020,2025-06-20,1,4177.0,East
O00897,C0067,P035,2025-12-25,4,4238.83,North
O00898,C0090,P020,2025-11-26,3,5959.59,East
O00899,C0114,P007,2025-09-02,3,1589.23,West
O00900,C0026,P017,2026-04-09,3,10692.67,East
O00901,C0046,P037,2025-10-02,3,5195.11,West
O00902,C0098,P011,2025-11-04,2,2748.51,West
O00903,C0028,P036,2025-05-21,4,3469.02,South
O00904,C0053,P034,2025-03-07,3,7361.25,North
O00905,C0042,P006,2026-06-01,2,3028.13,North
O00906,C0110,P005,2025-10-12,4,2483.66,North
O00907,C0110,P009,2026-05-06,3,1351.11,East
O00908,C0013,P005,2025-04-28,1,1749.71,North
O00909,C0050,P026,2025-07-23,2,8426.76,West
O00910,C0062,P025,2025-12-16,3,7053.43,West
O00911,C0022,P037,2026-02-13,2,5519.47,West
O00912,C0050,P002,2025-07-27,4,6116.89,West
O00913,C0023,P025,2026-06-08,3,5960.33,South
O00914,C0053,P005,2025-12-08,1,2192.44,West
O00915,C0011,P021,2025-09-23,4,2058.78,West
O00916,C0013,P013,2025-08-09,4,814.26,East
O00917,C0055,P034,2026-02-08,3,11885.39,West
O00918,C0061,P004,2026-05-11,2,7912.04,West
O00919,C0007,P021,2025-07-12,2,1651.98,East
O00920,C0097,P013,2026-02-15,3,1177.04,North
O00921,C0018,P031,2025-06-27,4,9097.18,North
O00922,C0032,P016,2025-01-27,3,1390.47,West
O00923,C0021,P032,2025-08-27,3,2743.43,East
O00924,C0088,P005,2025-03-23,2,2330.89,West
O00925,C0109,P004,2025-11-25,2,7823.72,North
O00926,C0008,P020,2025-03-31,3,4573.82,West
O00927,C0091,P026,2025-05-16,2,5992.82,South
O00928,C0017,P023,2026-05-15,4,7007.36,West
O00929,C0111,P033,2025-02-13,2,6542.88,North
O00930,C0102,P024,2025-09-05,2,1278.21,North
O00931,C0120,P007,2026-02-10,3,1348.76,West
O00932,C0021,P026,2025-04-13,3,9025.03,East
O00933,C0111,P030,2025-06-01,4,6262.31,West
O00934,C0045,P038,2025-12-20,2,6096.69,South
O00935,C0094,P013,2025-06-04,1,1201.2,North
O00936,C0092,P037,2025-09-20,1,5890.34,North
O00937,C0007,P029,2026-01-06,2,12201.45,North
O00938,C0083,P040,2025-10-17,2,7567.3,South
O00939,C0095,P005,2025-04-15,1,1710.39,West
O00940,C0082,P016,2025-09-04,1,2182.85,East
O00941,C0112,P021,2026-03-21,1,2221.88,North
O00942,C0007,P018,2025-02-25,3,8349.64,North
O00943,C0115,P010,2025-01-04,2,9918.71,West
O00944,C0028,P011,2025-06-28,4,2451.36,East
O00945,C0061,P034,2025-02-11,3,9863.69,East
O00946,C0099,P032,2026-01-12,2,3410.79,East
O00947,C0080,P007,2025-10-18,3,1417.19,South
O00948,C0039,P021,2025-08-11,1,1602.38,East
O00949,C0098,P021,2025-07-18,4,1855.67,West
O00950,C0028,P007,2025-01-27,4,1699.74,North
O00951,C0064,P012,2026-01-23,4,1372.63,East
O00952,C0091,P019,2025-01-14,3,8807.03,North
O00953,C0023,P023,2025-12-07,4,6681.29,South
O00954,C0038,P028,2025-11-02,2,2359.08,South
O00955,C0108,P007,2025-10-25,4,1396.03,West
O00956,C0094,P014,2025-11-30,2,4947.12,North
O00957,C0055,P002,2026-05-11,2,6636.84,East
O00958,C0019,P004,2025-12-13,4,6798.66,East
O00959,C0085,P029,2025-10-30,3,11541.46,South
O00960,C0066,P033,2026-03-17,1,6534.82,North
O00961,C0101,P014,2026-03-22,2,4515.61,South
O00962,C0014,P006,2026-03-02,2,2323.85,West
O00963,C0022,P011,2025-04-26,2,2863.83,East
O00964,C0041,P025,2025-09-01,4,8165.83,North
O00965,C0103,P038,2025-03-14,3,5028.61,South
O00966,C0066,P024,2025-08-14,4,1400.95,South
O00967,C0109,P006,2026-04-15,3,2498.41,South
O00968,C0029,P015,2025-10-06,1,3319.45,South
O00969,C0094,P035,2025-01-17,4,3628.72,West
O00970,C0096,P033,2025-09-22,1,5652.35,North
O00971,C0031,P022,2026-03-28,4,8059.45,South
O00972,C0010,P025,2025-12-26,2,7789.9,South
O00973,C0097,P028,2025-05-10,2,2817.43,East
O00974,C0077,P026,2025-01-21,3,8858.79,West
O00975,C0104,P037,2025-10-25,1,6403.13,West
O00976,C0100,P032,2026-02-22,4,3291.06,North
O00977,C0021,P009,2026-06-22,2,1888.78,East
O00978,C0055,P006,2025-03-02,2,2777.44,North
O00979,C0072,P009,2025-10-24,2,2069.48,West
O00980,C0086,P029,2025-02-06,3,10729.85,South
O00981,C0001,P039,2025-05-04,1,10347.88,West
O00982,C0119,P019,2025-05-13,2,5948.29,East
O00983,C0085,P029,2025-07-18,2,10778.91,East
O00984,C0102,P006,2025-02-07,2,2051.03,North
O00985,C0077,P024,2025-09-09,4,1238.67,South
O00986,C0109,P026,2025-04-11,3,8851.21,South
O00987,C0015,P022,2026-04-27,1,7599.35,West
O00988,C0038,P022,2026-05-01,2,7381.79,North
O00989,C0106,P026,2026-06-06,4,8155.57,East
O00990,C0056,P014,2025-10-08,4,4233.22,West
O00991,C0043,P015,2025-07-11,2,3125.98,East
O00992,C0109,P020,2026-04-20,1,5003.64,North
O00993,C0096,P021,2025-03-12,4,1616.02,West
O00994,C0022,P017,2026-06-26,2,8255.78,West
O00995,C0074,P026,2025-07-05,3,6951.78,South
O00996,C0031,P006,2026-06-10,3,2497.94,West
O00997,C0089,P016,2025-06-20,1,1938.51,North
O00998,C0102,P005,2025-01-17,3,1678.99,South
O00999,C0042,P029,2025-10-22,3,10559.37,North
O01000,C0112,P001,2026-06-15,3,4294.6,North
O01001,C0116,P022,2026-02-22,4,6356.08,East
O01002,C0014,P028,2025-12-31,4,2550.35,North
O01003,C0051,P022,2025-10-14,1,9117.93,North
O01004,C0077,P016,2025-07-14,3,1477.87,West
O01005,C0110,P005,2025-02-17,4,2422.55,West
O01006,C0059,P011,2025-03-03,1,2113.42,East
O01007,C0082,P028,2025-02-24,1,3452.8,South
O01008,C0020,P006,2025-06-18,1,2524.86,South
O01009,C0081,P013,2025-01-04,3,961.43,North
O01010,C0061,P030,2026-03-28,2,8245.12,West
O01011,C0037,P037,2026-03-07,2,4929.46,North
O01012,C0029,P037,2025-02-27,4,4412.47,South
O01013,C0098,P037,2025-01-28,4,5957.44,South
O01014,C0010,P028,2025-01-12,1,3566.01,East
O01015,C0038,P021,2025-10-02,3,1508.11,West
O01016,C0111,P012,2026-03-01,2,1599.22,North
O01017,C0061,P005,2025-09-20,4,1865.25,South
O01018,C0034,P003,2026-03-04,1,6446.17,West
O01019,C0011,P039,2025-10-31,1,7183.64,East
O01020,C0043,P001,2026-06-07,3,4244.3,North
O01021,C0062,P006,2026-06-26,4,2343.19,South
O01022,C0091,P021,2025-03-18,3,1439.4,West
O01023,C0019,P005,2025-07-16,2,1987.49,East
O01024,C0105,P004,2025-03-02,3,7907.28,North
O01025,C0108,P018,2025-05-17,2,6962.14,South
O01026,C0039,P012,2026-04-21,1,1542.91,North
O01027,C0007,P036,2026-05-02,2,3065.8,West
O01028,C0070,P035,2026-02-10,4,3050.58,West
O01029,C0029,P019,2025-04-25,4,7294.56,South
O01030,C0101,P003,2025-02-28,2,8409.97,South
O01031,C0068,P026,2025-09-28,2,8003.13,South
O01032,C0008,P015,2026-06-09,1,2338.72,East
O01033,C0116,P028,2025-11-13,4,3507.04,East
